CS_ID	Keyword_ID	Intent_1	Authority
CS_00583	allergic to dentures	Generic	Expert
CS_00584	definition of brain cancer	Generic	Expert
CS_00585	home blood pressure log	Resource	Expert
CS_00586	epic emr tutorial	Guide	Expert
CS_00587	vitamin b12 level range	Direct Answer	Expert
CS_00588	what is rsd pain	Generic	Expert
CS_00589	bile in stomach	Generic	Expert
CS_00590	mastocytosis symptoms	Direct Answer	Expert
CS_00591	new york state medical board	Generic	General
CS_00592	iq of an average person	Generic	General
CS_00593	heart stent surgery risks	Direct Answer	Expert
CS_00594	causes of mold and mildew	Direct Answer	Expert
CS_00595	cinnamon tablets side effects	Direct Answer	Expert
CS_00596	fsh levels in menopause	Direct Answer	Expert
CS_00597	pain between shoulder blades	Generic	Expert
CS_00598	treatment osteoporosis	Guide	Expert
CS_00599	cause of itchy eyes	Direct Answer	Expert
CS_00600	diastolic blood pressure level	Direct Answer	Expert
CS_00601	carelink health care	Generic	General
CS_00602	beginning signs of arthritis	Direct Answer	Expert
CS_00603	what cause cramps in legs	Direct Answer	Expert
CS_00604	icd-9-cm codes	Generic	General
CS_00605	air pollution articles	Generic	General
CS_00606	body temperature 97	Generic	Expert
CS_00607	anemia levels chart	Resource	Expert
CS_00608	what is legionella bacteria	Generic	Expert
CS_00609	infection of the colon	Generic	Expert
CS_00610	swollen ankles alcohol	Generic	Expert
CS_00611	burn skin treatment	Guide	Expert
CS_00612	how to care for diabetic feet	Guide	Expert
CS_00613	bad effects of coconut oil	Direct Answer	Expert
CS_00614	case management	Generic	General
CS_00615	malt lymphoma prognosis	Direct Answer	Expert
CS_00616	constant ringing in head	Generic	Expert
CS_00617	earache home cures	Guide	Expert
CS_00618	hibiscus high blood pressure	Generic	Expert
CS_00619	low purine diet handout	Resource	Expert
CS_00620	iga blood test results	Direct Answer	Expert
CS_00621	ginseng royal jelly benefits	Direct Answer	Expert
CS_00622	staphylococcus aureus	Generic	Expert
CS_00623	pics of plaque psoriasis	Resource	General
CS_00624	signs of bowel cancer	Direct Answer	Expert
CS_00625	broken hip in elderly	Generic	Expert
CS_00626	fissure home treatment	Guide	Expert
CS_00627	addiction facts	Direct Answer	General
CS_00628	what is neoplasm mean	Generic	Expert
CS_00629	parsonage turner syndrome	Generic	Expert
CS_00630	best remedy for burns	Direct Answer	Opinion
CS_00631	foreign medical graduate	Generic	Expert
CS_00632	right shoulder pain	Direct Answer	Expert
CS_00633	arrests in greenville sc	Generic	Expert
CS_00634	ana positive diseases	Direct Answer	Expert
CS_00635	exercise after hysterectomy	Generic	Expert
CS_00636	eagle scout registry	Generic	General
CS_00637	demodex treatment human	Guide	Expert
CS_00638	impetigo skin infection	Generic	Expert
CS_00639	ferpa release form	Resource	General
CS_00640	natural cure for bronchitis	Guide	Expert
CS_00641	baby aspirin	Generic	Expert
CS_00642	opc factor side effects	Direct Answer	Expert
CS_00643	what is a turp surgery	Generic	Expert
CS_00644	pseudomonas symptoms	Direct Answer	Expert
CS_00645	neuropathy foot pain	Direct Answer	Expert
CS_00646	testing for valley fever	Generic	Expert
CS_00647	folate levels too high	Generic	Expert
CS_00648	heart disease risk factors	Direct Answer	Expert
CS_00649	after neck surgery	Generic	Expert
CS_00650	pre cancer cells in the cervix	Generic	Expert
CS_00651	types of meningitis	Direct Answer	Expert
CS_00652	what is dry eye	Generic	Expert
CS_00653	papillary bladder cancer	Generic	Expert
CS_00654	brain damage from stroke	Generic	Expert
CS_00655	fifth disease rash pictures	Resource	General
CS_00656	urinary problems in women	Generic	Expert
CS_00657	best fruit for cholesterol	Direct Answer	Expert
CS_00658	how can you get h pylori	Guide	Expert
CS_00659	how to alkaline water	Guide	Expert
CS_00660	cpr steps	Guide	Expert
CS_00661	kidney disease images	Resource	General
CS_00662	symptoms of acidic body	Direct Answer	Expert
CS_00663	streptococcus rash pictures	Resource	Expert
CS_00664	arterial ulcer pictures	Resource	Expert
CS_00665	virtual colonoscopy price	Transactional	Expert
CS_00666	how to lower microalbumin	Guide	Expert
CS_00667	bioastin side effects	Direct Answer	Expert
CS_00668	nurse call center	Generic	General
CS_00669	tumor on kidney	Generic	Expert
CS_00670	thigh muscle tear symptoms	Direct Answer	Expert
CS_00671	what melanoma symptoms	Direct Answer	Expert
CS_00672	early signs autism	Direct Answer	Expert
CS_00673	signs of gall bladder disease	Direct Answer	Expert
CS_00674	what causes yellow tongue	Direct Answer	Expert
CS_00675	symptons of kidney disease	Direct Answer	Expert
CS_00676	orthopedic stores	Generic	General
CS_00677	bone spur in foot surgery	Generic	Expert
CS_00678	how to eliminate head lice	Guide	Expert
CS_00679	blood test for myeloma	Generic	Expert
CS_00680	when is flu season	Direct Answer	General
CS_00681	acute kidney failure	Generic	Expert
CS_00682	treatment of dry mouth	Guide	Expert
CS_00683	how to test iodine levels	Guide	Expert
CS_00684	what is cpc	Generic	General
CS_00685	dentures and dry mouth	Generic	Expert
CS_00686	what is a pancreatic tumor	Generic	Expert
CS_00687	my blood test results	Generic	Expert
CS_00688	rash with swelling	Generic	Expert
CS_00689	new lymphedema treatment	Guide	Expert
CS_00690	effects of muscular dystrophy	Direct Answer	Expert
CS_00691	left arm pain symptom	Direct Answer	Expert
CS_00692	renal failure diet menu	Resource	Expert
CS_00693	stress test	Direct Answer	Expert
CS_00694	normal serum calcium level	Direct Answer	Expert
CS_00695	st jude pacemakers	Generic	Expert
CS_00696	low pulse rate causes	Direct Answer	Expert
CS_00697	scar tissue treatment	Guide	Expert
CS_00698	how to treat stds	Guide	Expert
CS_00699	torn knee meniscus treatment	Guide	Expert
CS_00700	foods that help with diarrhea	Direct Answer	Expert
CS_00701	muscle diseases symptoms	Direct Answer	Expert
CS_00702	masshealth eyeglasses	Generic	Expert
CS_00703	pacemakers and exercise	Generic	Expert
CS_00704	causes of gout in the knee	Direct Answer	Expert
CS_00705	best treatment for eye stye	Guide	Expert
CS_00706	fast heart rate causes	Direct Answer	Expert
CS_00707	symptoms of gout in knee	Direct Answer	Expert
CS_00708	pin stroke symptoms	Direct Answer	Expert
CS_00709	home treatment for dermatitis	Guide	Expert
CS_00710	hornet sting remedies	Direct Answer	Expert
CS_00711	stroke recovery statistics	Direct Answer	Expert
CS_00712	sudden muscle weakness in legs	Generic	Expert
CS_00713	what is leukodystrophy	Generic	Expert
CS_00714	cancer on the tongue	Generic	Expert
CS_00715	bladder infection treatment	Guide	Expert
CS_00716	jock itch treatment women	Guide	Expert
CS_00717	recipes for ulcerative colitis	Guide	Expert
CS_00718	where can lice live	Direct Answer	Expert
CS_00719	long term effects of chemo	Direct Answer	Expert
CS_00720	pet scan vs ct scan	Direct Answer	Expert
CS_00721	hipaa privacy regulations	Direct Answer	Expert
CS_00722	about skin cancer	Generic	Expert
CS_00723	swelling of hands and ankles	Generic	Expert
CS_00724	foods for kidney problems	Direct Answer	Expert
CS_00725	balloon sinuplasty reviews	Generic	Expert
CS_00726	how to prevent diseases	Guide	Expert
CS_00727	rabies shot for humans	Generic	Expert
CS_00728	pain in right groin and leg	Generic	Expert
CS_00729	epigastric hernia pictures	Resource	Expert
CS_00730	what is fluid in the ear	Generic	Expert
CS_00731	epileptic seizures	Generic	Expert
CS_00732	iron level too high in blood	Direct Answer	Expert
CS_00733	where to buy maalox	Generic	Expert
CS_00734	bone cancer in the skull	Generic	Expert
CS_00735	printable blood glucose chart	Resource	Expert
CS_00736	what is hyperkeratosis	Generic	Expert
CS_00737	john hopkins and cancer	Generic	General
CS_00738	copd low oxygen levels	Generic	Expert
CS_00739	healthy creatinine levels	Direct Answer	Expert
CS_00740	causes of a fatty liver	Direct Answer	Expert
CS_00741	acupuncture and tinnitus	Generic	Expert
CS_00742	is parkinson disease fatal	Direct Answer	Expert
CS_00743	side effects chia seeds	Direct Answer	Expert
CS_00744	hissing noise in ears	Generic	Expert
CS_00745	leukemia and wbc count	Generic	Expert
CS_00746	icd-9 diagnosis codes	Direct Answer	Expert
CS_00747	viruses that cause hives	Direct Answer	Expert
CS_00748	mr handyman hourly rate	Transactional	Expert
CS_00749	high leptin foods	Generic	Expert
CS_00750	what causes weight gain	Direct Answer	Expert
CS_00751	what are viral infections	Generic	Expert
CS_00752	treatment for calluses	Guide	Expert
CS_00753	pain in the feet and legs	Generic	Expert
CS_00754	contagious pneumonia	Generic	Expert
CS_00755	what is tmj syndrome	Generic	Expert
CS_00756	thrush in adults	Generic	Expert
CS_00757	alcoholic cirrhosis symptoms	Direct Answer	Expert
CS_00758	stomach surgery recovery	Generic	Expert
CS_00759	signs of poor leg circulation	Direct Answer	Expert
CS_00760	what is professionalism	Generic	General
CS_00761	coronavirus symptoms	Direct Answer	Expert
CS_00762	poison ivy in eyes treatment	Guide	Expert
CS_00763	problems of the elderly	Generic	Expert
CS_00764	liver function symptoms	Direct Answer	Expert
CS_00765	diet for sjogren s syndrome	Resource	Expert
CS_00766	b17 vitamin side effects	Direct Answer	Expert
CS_00767	vascular disease	Generic	Expert
CS_00768	symptoms of a slipped disk	Direct Answer	Expert
CS_00769	flu shot allergy symptoms	Direct Answer	Expert
CS_00770	diabetic nerve pain symptoms	Direct Answer	General
CS_00771	pain in right calf of leg	Generic	Expert
CS_00772	hilar adenopathy symptoms	Direct Answer	Expert
CS_00773	insecticides that kill bed bugs	Generic	Expert
CS_00774	symptoms of a sociopath	Direct Answer	Expert
CS_00775	how to check out a doctor	Guide	General
CS_00776	daily cholesterol levels	Generic	Expert
CS_00777	abnormal liver symptoms	Direct Answer	Expert
CS_00778	are dates good for diabetics	Direct Answer	Expert
CS_00779	different types of counselling	Direct Answer	Expert
CS_00780	itchy rash on feet and ankles	Generic	Expert
CS_00781	cvs shingles vaccine cost	Transactional	Expert
CS_00782	help for arthritis in knees	Generic	Expert
CS_00783	diagnose me symptoms	Direct Answer	Expert
CS_00784	myeloma vs multiple myeloma	Generic	Expert
CS_00785	surgery cost	Transactional	Expert
CS_00786	how is lightning caused	Direct Answer	General
CS_00787	shingles and cancer	Generic	Expert
CS_00788	what is incontinence care	Generic	Expert
CS_00789	muscle weakness in arms	Generic	Expert
CS_00790	back pain middle of back	Generic	Expert
CS_00791	leg infection pictures	Resource	General
CS_00792	how much does ivf cost	Transactional	Expert
CS_00793	triglycerides symptoms	Direct Answer	Expert
CS_00794	hepatitis c information	Resource	Expert
CS_00795	advanced osteoarthritis	Generic	Expert
CS_00796	arthritis elbow symptoms	Direct Answer	Expert
CS_00797	broken ribs how long heal	Direct Answer	Expert
CS_00798	treatment of poison ivy	Guide	General
CS_00799	best sunburn treatment	Guide	Opinion
CS_00800	what is bed sores	Generic	Expert
CS_00801	final stages of parkinsons	Generic	Expert
CS_00802	is there a cure for tinnitus	Direct Answer	Expert
CS_00803	inflamed bladder	Generic	Expert
CS_00804	benefits of white chia seeds	Direct Answer	General
CS_00805	therapy for vertigo	Generic	Expert
CS_00806	does advil have ibuprofen	Direct Answer	Expert
CS_00807	what is lipidemia	Generic	Expert
CS_00808	maca for women	Generic	Expert
CS_00809	rotator cuff arm pain	Generic	Expert
CS_00810	electronic circuit board	Generic	Expert
CS_00811	urology problems in men	Generic	Expert
CS_00812	pancreas removal surgery	Generic	Expert
CS_00813	southwest medical center	Direct Answer	General
CS_00814	lump in leg under skin	Generic	Expert
CS_00815	what is the cost for ivf	Transactional	Expert
CS_00816	carpal tunnel doctors	Generic	Expert
CS_00817	cure for meningitis	Guide	Expert
CS_00818	pain after bladder surgery	Generic	Expert
CS_00819	how can i help the homeless	Guide	General
CS_00820	where are kidneys in body	Generic	Expert
CS_00821	carotid artery screening	Generic	Expert
CS_00822	depression warning signs	Direct Answer	Expert
CS_00823	glaucoma natural remedies	Guide	Expert
CS_00824	fda website	Navigational	General
CS_00825	cure male yeast infection	Guide	Expert
CS_00826	liver and bone cancer	Generic	Expert
CS_00827	va hospital shreveport la	Direct Answer	General
CS_00828	constipation causes	Direct Answer	Expert
CS_00829	getflexseal complaints	Direct Answer	General
CS_00830	lung cancer spread to brain	Direct Answer	Expert
CS_00831	inflamed esophagus causes	Direct Answer	Expert
CS_00832	red urine causes	Direct Answer	Expert
CS_00833	disc narrowing	Generic	Expert
CS_00834	d-ribose benefits	Direct Answer	Expert
CS_00835	infectious diseases	Generic	Expert
CS_00836	what is vre disease	Generic	Expert
CS_00837	low thyroid function causes	Direct Answer	Expert
CS_00838	glandular cancer	Generic	Expert
CS_00839	aortic rupture causes	Direct Answer	Expert
CS_00840	precancerous cells	Generic	Expert
CS_00841	bifenthrin insecticide label	Direct Answer	Expert
CS_00842	constipation home remedy	Guide	Expert
CS_00843	osteoarthritis doctor	Direct Answer	Expert
CS_00844	indian food for diabetes	Generic	Expert
CS_00845	strep throat rash pictures	Resource	Expert
CS_00846	psoriasis children pictures	Resource	Expert
CS_00847	patient chart	Resource	Expert
CS_00848	metastatic cancer prognosis	Direct Answer	Expert
CS_00849	what is gout in the hand	Generic	Expert
CS_00850	what causes blisters on toes	Direct Answer	Expert
CS_00851	rabies signs and symptoms	Direct Answer	Expert
CS_00852	toe problems pictures	Resource	Expert
CS_00853	malpractice doctors	Direct Answer	Expert
CS_00854	pancreas cyst surgery	Generic	Expert
CS_00855	mollen flu shot clinics	Direct Answer	General
CS_00856	myopic macular degeneration	Generic	Expert
CS_00857	what is tdap booster shot	Generic	General
CS_00858	healthy foods gallbladder	Generic	Expert
CS_00859	picture of cancer tumor	Resource	General
CS_00860	treatment pink eye	Guide	Expert
CS_00861	diarrhea treatment antibiotics	Guide	Expert
CS_00862	inner ear vertigo treatment	Guide	Expert
CS_00863	numbness in left arm and leg	Generic	Expert
CS_00864	allergan products	Generic	Expert
CS_00865	vertebral artery symptoms	Direct Answer	Expert
CS_00866	low potassium and cancer	Generic	Expert
CS_00867	sore throat and ear pain	Generic	Expert
CS_00868	hammertoe surgery cost	Transactional	Expert
CS_00869	poison ivy plant pictures	Resource	General
CS_00870	cures for kidney disease	Direct Answer	Expert
CS_00871	liver problems and itching	Generic	Expert
CS_00872	photos of skin yeast infection	Resource	Expert
CS_00873	lumbar nerve block	Generic	Expert
CS_00874	liver transplant hospitals	Generic	Expert
CS_00875	canker sores on lips pictures	Resource	General
CS_00876	leg muscle pain	Generic	Expert
CS_00877	what is kiosk	Generic	General
CS_00878	heart failure diet plan	Resource	Expert
CS_00879	history of heart disease	Direct Answer	Expert
CS_00880	ringworm pictures on face	Resource	Expert
CS_00881	kidney failure foods to eat	Generic	Expert
CS_00882	are dental implants safe	Direct Answer	Expert
CS_00883	how to reduce high uric acid	Guide	Expert
CS_00884	identify termites	Generic	Expert
CS_00885	what is ileostomy	Generic	Expert
CS_00886	back pain treatment at home	Guide	Expert
CS_00887	attention deficit disorder	Generic	Expert
CS_00888	what causes arteriosclerosis	Direct Answer	Expert
CS_00889	blood sugar chart for women	Resource	General
CS_00890	signs of thyroid trouble	Direct Answer	Expert
CS_00891	what to do for flea bites	Generic	Expert
CS_00892	levels of kidney failure	Direct Answer	Expert
CS_00893	white blood cells elevated	Generic	Expert
CS_00894	abnormal kidney function	Generic	Expert
CS_00895	c diff precautions at home	Generic	Expert
CS_00896	celiac disease food list	Generic	Expert
CS_00897	signs symptoms of epilepsy	Direct Answer	Expert
CS_00898	rheumatoid arthritis thumb	Generic	Expert
CS_00899	rectocele surgery	Generic	Expert
CS_00900	eyelid surgery price	Transactional	Expert
CS_00901	online medical records	Generic	General
