CS_ID		Keyword	Intent_1	Authority
CS_00590		children health	Generic	Expert
CS_00591		cystoscope procedure	Direct Answer	Expert
CS_00592		merck shingles vaccine	Generic	Expert
CS_00593		after thyroidectomy	Generic	Expert
CS_00594		leprosy disease	Generic	Expert
CS_00595		folic acid for men	Direct Answer	Expert
CS_00596		causes for depression	Direct Answer	Expert
CS_00597		why do my feet swell	Generic	Expert
CS_00598		stages of cushing's syndrome	Direct Answer	Expert
CS_00599		carotid artery surgery risks	Generic	Expert
CS_00600		vaccination history	Generic	Expert
CS_00601		nervousness treatment	Guide	Expert
CS_00602		how to cure receding gums	Guide	Expert
CS_00603		lump on back	Direct Answer	Expert
CS_00604		alternative to cpap mask	Direct Answer	Expert
CS_00605		precancerous polyp	Generic	Expert
CS_00606		icd 10 training seminars	Generic	General
CS_00607		cat dehydration symptoms	Direct Answer	Expert
CS_00608		pain after dental implants	Generic	Expert
CS_00609		what causes swollen foot	Direct Answer	Expert
CS_00610		pet ct scan cost	Transactional	Expert
CS_00611		hives on face treatment	Guide	Expert
CS_00612		how to increase leptin levels	Guide	Expert
CS_00613		liver poisoning symptoms	Direct Answer	Expert
CS_00614		liver biopsy pain	Generic	Expert
CS_00615		omron software	Generic	General
CS_00616		records department	Generic	General
CS_00617		doctor md questions	Generic	General
CS_00618		knee wrap for meniscus tear	Generic	Expert
CS_00619		stages of grief handout	Resource	Expert
CS_00620		hepatitis c reactive	Generic	Expert
CS_00621		blood too thick causes	Direct Answer	Expert
CS_00622		best hearing aids	Direct Answer	Opinion
CS_00623		omega 3 6 9	Generic	Expert
CS_00624		uric acid remedies	Guide	Expert
CS_00625		rp treatment	Guide	Expert
CS_00626		hillcrest phone number	Generic	General
CS_00627		pectus carinatum brace	Generic	Expert
CS_00628		eliquis dosing	Generic	Expert
CS_00629		what is valerian	Generic	General
CS_00630		veterinary medical forms	Resource	Expert
CS_00631		mentally disabled rights	Generic	Expert
CS_00632		clicking in my ear	Generic	Expert
CS_00633		hepatitis c 1b	Generic	Expert
CS_00634		medical stock photos	Resource	General
CS_00635		tricare south	Navigational	General
CS_00636		foil request form	Resource	General
CS_00637		cost of catheter ablation	Transactional	Expert
CS_00638		signs of ovarian cyst	Direct Answer	Expert
CS_00639		patient instructions	Generic	General
CS_00640		cubital tunnel treatment	Direct Answer	Expert
CS_00641		shingles pictures of	Resource	General
CS_00642		signs that you have lice	Direct Answer	Expert
CS_00643		stroke blood clot in brain	Generic	Expert
CS_00644		adhesion pain treatment	Guide	Expert
CS_00645		bed bugs signs of infestation	Direct Answer	Expert
CS_00646		deaconess mychart	Navigational	General
CS_00647		oral typhoid vaccine	Generic	Expert
CS_00648		how to handle stress	Guide	Expert
CS_00649		gout and calcium	Generic	Expert
CS_00650		hemodialysis complications	Direct Answer	Expert
CS_00651		nodular melanoma pictures	Resource	Expert
CS_00652		what is an hiatus hernia	Generic	Expert
CS_00653		cancer statistics 2014	Generic	Expert
CS_00654		paralyzed bowel symptoms	Direct Answer	Expert
CS_00655		mayo clinic newsletter	Generic	General
CS_00656		ovarian nodules	Direct Answer	Expert
CS_00657		liver transplant success rate	Generic	Expert
CS_00658		edema in legs	Generic	Expert
CS_00659		hibiscus tea blood pressure	Generic	Expert
CS_00660		how to treat lead poisoning	Guide	Expert
CS_00661		mega red side effects	Direct Answer	Expert
CS_00662		stroke symptoms women over 50	Direct Answer	Expert
CS_00663		normal folic acid levels	Direct Answer	Expert
CS_00664		can allergies cause laryngitis	Direct Answer	Expert
CS_00665		tumor on the pancreas	Generic	Expert
CS_00666		silverchair relias	Direct Answer	Expert
CS_00667		symptoms of tinnitus	Direct Answer	Expert
CS_00668		bone degenerative disease	Generic	Expert
CS_00669		what is painful urination	Generic	Expert
CS_00670		prostate cancer stage 1	Generic	Expert
CS_00671		beta glucan and cancer	Generic	Expert
CS_00672		monovision contact lenses	Generic	General
CS_00673		acupressure points	Generic	Expert
CS_00674		restor cataract lens	Generic	Expert
CS_00675		lupus rash on back pictures	Resource	Expert
CS_00676		hct hgb normal levels	Direct Answer	Expert
CS_00677		diverticulitis diet mayo clinic	Guide	Expert
CS_00678		what is allspice used for	Generic	Expert
CS_00679		evening primrose plant	Generic	General
CS_00680		pictures of mongolian spots	Resource	Expert
CS_00681		best way to cure anxiety	Guide	Expert
CS_00682		water on the lungs causes	Direct Answer	Expert
CS_00683		cancer rash	Generic	Expert
CS_00684		sleep apnea surgery	Generic	Expert
CS_00685		what is a seizure disorder	Generic	Expert
CS_00686		overactive bladder at night	Generic	Expert
CS_00687		shoulder muscle pain	Generic	Expert
CS_00688		bladder lift surgery recovery	Direct Answer	Expert
CS_00689		mold count	Generic	Expert
CS_00690		improve blood flow	Guide	Expert
CS_00691		pain relief for bunions	Generic	Expert
CS_00692		what cause liver failure	Direct Answer	Expert
CS_00693		cervical dysplasia pictures	Resource	Expert
CS_00694		pictures of sores on fingers	Resource	Expert
CS_00695		about color blindness	Generic	General
CS_00696		ekg rhythm test	Generic	Expert
CS_00697		skin cancer cure	Guide	Expert
CS_00698		spasmodic torticollis	Generic	Expert
CS_00699		komen race for cure	Generic	General
CS_00700		cause of nodules in lungs	Direct Answer	Expert
CS_00701		neck swelling causes	Direct Answer	Expert
CS_00702		red phosphorus suppliers	Generic	General
CS_00703		h pylori pictures	Resource	General
CS_00704		telephone area code 206	Generic	General
CS_00705		polio symptoms	Direct Answer	Expert
CS_00706		patient first prices	Transactional	General
CS_00707		effects of migration	Direct Answer	General
CS_00708		body numbness causes	Direct Answer	Expert
CS_00709		pain in right hip and knee	Generic	Expert
CS_00710		free medical treatment	Guide	Expert
CS_00711		shoulder injections for pain	Generic	Expert
CS_00712		eye exam test	Generic	General
CS_00713		lupus like diseases	Generic	Expert
CS_00714		pictures heat rash	Resource	Expert
CS_00715		side effects of epsom salt	Direct Answer	Expert
CS_00716		types of ovarian cyst	Generic	Expert
CS_00717		seizures in adults stress	Direct Answer	Expert
CS_00718		shingles on face symptoms	Direct Answer	Expert
CS_00719		jak2 gene	Generic	Expert
CS_00720		knee damage from fall	Direct Answer	Expert
CS_00721		where to buy clay to eat	Transactional	General
CS_00722		dog bite treatment	Guide	Expert
CS_00723		menopause and weight gain	Generic	Expert
CS_00724		brain aneurysm causes	Direct Answer	Expert
CS_00725		ayurvedic herb ashwagandha	Generic	Expert
CS_00726		deceased military records	Generic	Expert
CS_00727		complex cyst kidney	Generic	Expert
CS_00728		shingles in spanish	Direct Answer	General
CS_00729		patient communication boards	Generic	General
CS_00730		how often tb test	Direct Answer	Expert
CS_00731		the enneagram test	Generic	Expert
CS_00732		csf leak after back surgery	Generic	Expert
CS_00733		definition of meningitis	Direct Answer	General
CS_00734		severe right side pain	Generic	Expert
CS_00735		what is x syndrome	Generic	Expert
CS_00736		define stockholm syndrome	Generic	General
CS_00737		hulda clark liver cleanse	Direct Answer	Expert
CS_00738		melanoma levels	Generic	Expert
CS_00739		hole in the heart surgery	Generic	Expert
CS_00740		best pain relief cream	Generic	Opinion
CS_00741		sepsis survival rate	Direct Answer	Expert
CS_00742		big toe bone spur surgery	Generic	Expert
CS_00743		rheumatoid arthritis cysts	Generic	Expert
CS_00744		uterus wall thickening	Generic	Expert
CS_00745		leg bruising and swelling	Generic	Expert
CS_00746		what is silverfish bug	Generic	General
CS_00747		first aid bee stings	Generic	General
CS_00748		how do you cure a stye	Guide	Expert
CS_00749		how can you get e coli	Direct Answer	Expert
CS_00750		cures for gonorrhea	Direct Answer	Expert
CS_00751		bronchial tubes inflamed	Generic	Expert
CS_00752		renal symptoms	Direct Answer	Expert
CS_00753		what to do after a tick bite	Guide	Expert
CS_00754		acute liver failure	Generic	Expert
CS_00755		severe headache treatment	Guide	Expert
CS_00756		depression in the elderly	Generic	Expert
CS_00757		shingles mouth sores	Generic	Expert
CS_00758		psa test controversy	Generic	Expert
CS_00759		neck diseases	Generic	Expert
CS_00760		symptoms of leg thrombosis	Direct Answer	Expert
CS_00761		pain management opioids	Generic	Expert
CS_00762		laetrile side effects	Direct Answer	Expert
CS_00763		bowel surgery recovery	Direct Answer	Expert
CS_00764		altitude sickness remedies	Guide	Expert
CS_00765		cyberknife reviews	Direct Answer	Opinion
CS_00766		nasal pain	Generic	Expert
CS_00767		relief for ankle pain	Direct Answer	Expert
CS_00768		7 layers of skin	Generic	Expert
CS_00769		estroven ingredients list	Direct Answer	Expert
CS_00770		treatment for sickle cell	Guide	Expert
CS_00771		how do you test for radon	Guide	Expert
CS_00772		symtoms of pancreatic cancer	Direct Answer	Expert
CS_00773		treating osteoarthritis	Guide	Expert
CS_00774		hernia abdomen	Generic	Expert
CS_00775		treat blisters feet	Guide	Expert
CS_00776		prison records	Generic	General
CS_00777		drug treatment shingles	Direct Answer	Expert
CS_00778		psoriasis arthritis diagnosis	Direct Answer	Expert
CS_00779		black widow bite marks	Generic	Expert
CS_00780		adhd adult test	Direct Answer	Expert
CS_00781		bone cancer treatment	Guide	Expert
CS_00782		side effects of oxygen	Direct Answer	Expert
CS_00783		foot neuroma causes	Direct Answer	Expert
CS_00784		pancreatic inflammation	Direct Answer	Expert
CS_00785		find homeopathic remedy	Guide	Expert
CS_00786		vein disease	Generic	Expert
CS_00787		boolean logic define	Generic	General
CS_00788		forehead injury	Generic	Expert
CS_00789		medical scenarios	Generic	Expert
CS_00790		richmond memorial hospital	Generic	General
CS_00791		sacroiliac joint arthritis	Direct Answer	Expert
CS_00792		lower front leg pain	Generic	Expert
CS_00793		pseudomonas aeruginosa	Direct Answer	Expert
CS_00794		bitter melon tea side effects	Direct Answer	General
CS_00795		bursitis knee surgery	Generic	Expert
CS_00796		how do i know if i have a s.t.d	Generic	Expert
CS_00797		ruptured plantar plate	Generic	Expert
CS_00798		anemia bone marrow disease	Generic	Expert
CS_00799		migraine aura causes	Direct Answer	Expert
CS_00800		discoid atelectasis lung	Generic	Expert
CS_00801		medical pics	Resource	Expert
CS_00802		dementia signs of	Direct Answer	Expert
CS_00803		how to relieve knee pain	Guide	Expert
CS_00804		adult celiac disease	Generic	Expert
CS_00805		ingredients of midol	Direct Answer	Expert
CS_00806		images of yellow fever	Resource	Expert
CS_00807		aptt normal range	Direct Answer	Expert
CS_00808		how is tuberculosis spread	Direct Answer	Expert
CS_00809		adult tubes in ears	Generic	Expert
CS_00810		gout remedy vinegar	Guide	General
CS_00811		signs of diabetes in feet	Direct Answer	Expert
CS_00812		fluid around lung	Generic	Expert
CS_00813		normal range for creatinine	Direct Answer	Expert
CS_00814		ankle replacement cost	Transactional	Expert
CS_00815		blood clot in calf	Generic	Expert
CS_00816		what blood type am i test	Generic	Expert
CS_00817		dr bernstein locations	Generic	General
CS_00818		anxiety treatment	Guide	Expert
CS_00819		types of headaches	Direct Answer	Expert
CS_00820		do i need a hysterectomy	Generic	Expert
CS_00821		coq10 interactions	Direct Answer	Expert
CS_00822		allergies and chest pain	Generic	Expert
CS_00823		what is medulloblastoma	Generic	General
CS_00824		cost of liver ultrasound	Transactional	Expert
CS_00825		back pain kidney pain	Direct Answer	Expert
CS_00826		home remedies for colds	Guide	Expert
CS_00827		blood in urine kidney disease	Direct Answer	Expert
CS_00828		jaw cancer prognosis	Direct Answer	Expert
CS_00829		gum disease receding gums	Generic	Expert
CS_00830		spasms of the esophagus	Generic	Expert
CS_00831		what is lou gerigs disease	Generic	Expert
CS_00832		endovascular surgery	Generic	Expert
CS_00833		is ecoli contagious	Generic	Expert
CS_00834		lower bowel cramping	Generic	Expert
CS_00835		glucose charts	Resource	General
CS_00836		why do people hoard	Generic	Opinion
CS_00837		calcium in kidneys	Generic	Expert
CS_00838		aspartame and joint pain	Generic	Expert
CS_00839		what is authentication	Generic	Expert
CS_00840		stroke numbness	Generic	Expert
CS_00841		leaking bladder in men	Generic	Expert
CS_00842		traits of split personality	Direct Answer	Expert
CS_00843		holistic kidney treatment	Guide	Expert
CS_00844		lung cancer that has spread	Generic	Expert
CS_00845		what to do for neuropathy	Guide	Expert
CS_00846		risk of colonoscopy	Direct Answer	Expert
CS_00847		a lump in the armpit	Generic	Expert
CS_00848		measuring oxygen level	Generic	Expert
CS_00849		coughing home remedies	Guide	Expert
CS_00850		heart valve	Generic	Expert
CS_00851		blood type a positive	Direct Answer	Expert
CS_00852		bladder stent	Generic	Expert
CS_00853		kidney to bladder stent	Generic	Expert
CS_00854		chancre sore pictures	Resource	Expert
CS_00855		thyroid disease in men	Generic	Expert
CS_00856		colon cancer recovery	Generic	Expert
CS_00857		signs of menopause at 41	Direct Answer	Expert
CS_00858		stress causes cold sores	Direct Answer	Expert
CS_00859		medical arts press coupons	Transactional	General
CS_00860		thoracic outlet surgery	Generic	Expert
CS_00861		white bumps on skin	Generic	Expert
CS_00862		what is hypoxia	Generic	Expert
CS_00863		tri care north region	Generic	Expert
CS_00864		activities for dementia	Direct Answer	Expert
CS_00865		sinusitis eyes	Generic	Expert
CS_00866		gfr lab results	Direct Answer	Expert
CS_00867		skin tingling and itching	Generic	Expert
CS_00868		types of antihistamines	Direct Answer	Expert
CS_00869		sharp pain in left side	Generic	Expert
CS_00870		good food for gout	Generic	Expert
CS_00871		cetirizine and side effects	Direct Answer	Expert
CS_00872		personal representative form	Resource	General
CS_00873		peg feeding tube problems	Direct Answer	Expert
CS_00874		how do i kill lice eggs	Guide	Expert
CS_00875		cough remedy for adults	Guide	Expert
CS_00876		baptist urgent care centers	Generic	General
CS_00877		enlarged veins in arms	Generic	Expert
CS_00878		abc homeopathy remedies	Guide	Expert
CS_00879		nose skin cancer symptoms	Direct Answer	Expert
CS_00880		cerebral vasculitis symptoms	Direct Answer	Expert
CS_00881		home treatment scabies	Guide	Expert
CS_00882		signs of gum cancer	Direct Answer	Expert
CS_00883		diet without a gallbladder	Generic	Expert
CS_00884		why do my legs hurt at night	Direct Answer	Expert
CS_00885		calcified lung nodules	Generic	Expert
CS_00886		kidneys and creatine	Generic	Expert
CS_00887		what is a tilt table test	Generic	Expert
CS_00888		pain in throat glands	Generic	Expert
CS_00889		h pylori infection symptoms	Direct Answer	Expert
CS_00890		skin rashes that do not itch	Generic	Expert
CS_00891		bowel problems with ms	Generic	Expert
CS_00892		treatment for ptsd	Guide	Expert
CS_00893		what is candida albicans	Generic	Expert
CS_00894		what is a shunt	Direct Answer	Expert
CS_00895		peak flow calculator chart	Resource	Expert
CS_00896		moffitt hospital	Generic	Expert
CS_00897		what cause a nose bleed	Direct Answer	Expert
CS_00898		known side effects of msm	Direct Answer	Expert
